Cloud9,NA,Reapered
Cloud9,NA,Bunny FuFuu
Cloud9,NA,Sneaky
Cloud9,NA,Rush
Cloud9,NA,Jensen
Cloud9,NA,LemonNation
Cloud9,NA,Meteos
Cloud9,NA,Balls
Cloud9,NA,Smoothie
Cloud9,NA,Impact
Cloud9,NA,Hai
Counter Logic Gaming,NA,Huhi
Counter Logic Gaming,NA,Xmithie
Counter Logic Gaming,NA,Aphromoo
Counter Logic Gaming,NA,Stixxay
Counter Logic Gaming,NA,Darshan
Counter Logic Gaming,NA,Zikzlol
Echo Fox,NA,Froggen
Echo Fox,NA,Solo (Colin Earnest)
Echo Fox,NA,Goldenglue
Echo Fox,NA,Kez
Echo Fox,NA,Hard
Echo Fox,NA,Cop
Echo Fox,NA,BIG
Echo Fox,NA,HeavenTime
Echo Fox,NA,KEITH
Echo Fox,NA,LOD
Echo Fox,NA,Kfo
Echo Fox,NA,Grigne
Echo Fox,NA,Stunt
Echo Fox,NA,Ginko
Immortals,NA,Reignover
Immortals,NA,WildTurtle
Immortals,NA,Pobelter
Immortals,NA,Huni
Immortals,NA,Dylan
Immortals,NA,Adrian
NRG Esports,NA,Quas
NRG Esports,NA,Cris
NRG Esports,NA,Shrimp
NRG Esports,NA,Moon (Galen Holgate)
NRG Esports,NA,Hermit
NRG Esports,NA,Santorin
NRG Esports,NA,KonKwon
NRG Esports,NA,GBM
NRG Esports,NA,LOD
NRG Esports,NA,Impact
NRG Esports,NA,KiWiKiD
NRG Esports,NA,Altec
NRG Esports,NA,Ohq
Renegades,NA,Crumbz
Renegades,NA,Seraph
Renegades,NA,RF Legendary
Renegades,NA,Hermes (David Tu)
Renegades,NA,Ninja
Renegades,NA,Alex Ich
Renegades,NA,Hakuho
Renegades,NA,Freeze
Renegades,NA,Flaresz
Renegades,NA,Remi
Renegades,NA,LOD
Renegades,NA,Ohq
Team Dignitas,NA,Apollo (Apollo Price)
Team Dignitas,NA,Raz
Team Dignitas,NA,Smittyj
Team Dignitas,NA,Shiphtur
Team Dignitas,NA,Kirei
Team Dignitas,NA,InnerFlame
Team Dignitas,NA,KiWiKiD
Team Dignitas,NA,BillyBoss
Team Impulse,NA,Seraph
Team Impulse,NA,Pirean
Team Impulse,NA,Gate
Team Impulse,NA,Beibei
Team Impulse,NA,Jason
Team Impulse,NA,Procxin
Team Impulse,NA,Mash
Team Impulse,NA,Ken
Team Impulse,NA,Feng (Wang Xiao-Feng)
Team Liquid,NA,FeniX
Team Liquid,NA,Locodoco
Team Liquid,NA,Moon (Galen Holgate)
Team Liquid,NA,IWDominate
Team Liquid,NA,Matt
Team Liquid,NA,Smoothie
Team Liquid,NA,Dardoch
Team Liquid,NA,Fabbbyyy
Team Liquid,NA,Piglet
Team Liquid,NA,Lourlo
Team SoloMid,NA,YellOwStaR
Team SoloMid,NA,Jarge
Team SoloMid,NA,Bjergsen
Team SoloMid,NA,Biofrost
Team SoloMid,NA,Doublelift
Team SoloMid,NA,Svenskeren
